263,1307,977,-2462
264,1299,913,-2601
265,1287,1008,-2482
266,1379,872,-2536
267,1285,865,-2641
268,1414,950,-2480
269,1411,841,-2621
270,1404,857,-2576
271,1281,966,-2548
272,1444,876,-2512
273,1292,971,-2536
274,1286,1008,-2518
275,1424,878,-2536
276,1279,1007,-2499
277,1298,877,-2590
278,1290,901,-2600
279,1275,815,-2661
280,1282,810,-2635
281,1411,932,-2508
282,1247,932,-2528
283,1299,973,-2566
284,1294,841,-2643
285,1438,864,-2525
286,1437,856,-2544
287,1290,956,-2558
288,1219,823,-2669
289,1283,866,-2623
290,1296,826,-2646
291,1224,906,-2598
292,1403,876,-2556
293,1284,864,-2606
294,1308,802,-2613
295,1410,955,-2497
296,1296,915,-2596
297,1299,905,-2617
298,1209,889,-2602
299,1290,939,-2566
300,1275,934,-2539
301,1282,945,-2572
302,1418,850,-2589
303,1299,932,-2597
304,1276,991,-2548
305,1291,822,-2691
306,1287,823,-2668
307,1319,761,-2631
308,1298,855,-2590
309,1289,979,-2484
310,1296,904,-2551
311,1282,806,-2694
312,1441,809,-2599
313,1287,907,-2621
314,1403,779,-2631
315,1425,849,-2564
316,1160,914,-2578
317,1288,883,-2608
318,1294,918,-2570
319,1289,801,-2680
320,1282,819,-2651
321,1288,1002,-2500
322,1418,956,-2495
323,1275,771,-2568
324,1275,996,-2501
325,1276,781,-2657
326,1434,854,-2525
327,1280,844,-2666
328,1292,838,-2631
329,1279,983,-2542
330,1296,955,-2564
331,1298,956,-2514
332,1295,817,-2646
333,1280,937,-2571
334,1200,968,-2546
335,1294,924,-2592
336,1420,950,-2486
337,1278,963,-2559
338,1294,909,-2590
339,1403,831,-2622
340,1301,929,-2486
341,1296,787,-2655
342,1291,942,-2566
343,1162,913,-2595
344,1411,866,-2598
345,1228,938,-2540
346,1404,968,-2488
347,1442,843,-2555
348,1290,822,-2691
349,1298,825,-2627
350,1401,839,-2607
351,1323,823,-2617
352,1163,891,-2602
353,1397,868,-2532
354,1275,809,-2655
355,1287,1004,-2524
356,1289,994,-2532
357,1294,817,-2634
358,1276,983,-2542
359,1287,885,-2621
360,1304,960,-2489
361,1430,870,-2527
362,1207,915,-2578
363,1436,884,-2506
364,1294,819,-2655
365,1298,832,-2635
366,1163,937,-2564
367,1409,839,-2619
368,1291,937,-2513
