edge_type_id target_query source_query model_template delay dynamics_params syn_weight
235 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
236 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
237 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
238 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
239 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
240 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
241 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
242 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
243 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
244 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
245 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
246 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
247 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
248 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
249 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SO_PC_AMPA.json 0.001000
250 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
251 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
252 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
253 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
254 * * stdp_tsodyks_Tartarini_synapse_nestml__with_hill_tononi_neuron_nestml 2.000000 synapse_params_cus/SP_PC_to_SP_PC_AMPA.json 0.001000
